input,target,output,MA,SP,G,model
"Not from the stars do I my judgement pluck, but rather from mine own discernment and reason.",Not from the stars do I my judgement pluck;,Not from the stars do I my judgment pluck,1.0,0.8649,0.1285,Claude LLM
When all the other petty griefs have done their spite and finished with their vexing work complete,"When other petty griefs have done their spite,",When all the other petty griefs have done their spite and vexing work complete,0.8,0.9902,0.1504,Claude LLM
"He, that affable and familiar ghost, doth trouble thee not, nor any soul besides.","He, nor that affable familiar ghost",He that doth haunt with manner most affable,0.8,0.6731,0.1405,Claude LLM
Then doth the conceit of this inconstant stay possess thy troubled mind,Then the conceit of this inconstant stay,Then doth the inconstant conceit possess thy troubled mind and stay,0.9,0.9116,0.1426,Claude LLM
"Make thy answer known, sweet Muse, I do beseech thee: wilt thou not haply deign to say?","Make answer Muse: wilt thou not haply say,","Make known thy answer, sweet Muse, I beseech thee",1.0,0.901,0.1822,Claude LLM
"This golden time of thine shall endure, despite of all the wrinkles that age may cruelly bestow upon thy form.",Despite of wrinkles this thy golden time.,This golden time of thine shall still endure,1.0,0.7723,0.1435,Claude LLM
"That every word which doth issue forth almost tell my name, betraying thus the secrets of my heart.","That every word doth almost tell my name,",Every word that doth issue forth doth tell,0.6,0.6864,0.1569,Claude LLM
"With swift motion do these present-absent slide, being neither here nor there in their passage.",These present-absent with swift motion slide.,With swift motion do these present ones slide,0.6,0.8269,0.1055,Claude LLM
"And love, though ruined and laid waste, when it is built anew shall flourish once more.","And ruined love, when it is built anew,",And love though ruined laid to waste shall bloom anew and flourish evermore,1.0,0.7822,0.1306,Claude LLM
Of his self-love doth he wish to stop posterity?,Of his self-love to stop posterity?,Doth he of his self-love wish to stop posterity?,1.0,0.9144,0.139,Claude LLM
"When other griefs, though petty in their nature, have done their spite and exhausted all their bitter force","When other petty griefs have done their spite,",When other griefs though petty in their nature have spent their force and bitter spite,0.7,0.9785,0.1305,Claude LLM
"His self-love, whereby he doth of posterity seek to stop the course?",Of his self-love to stop posterity?,His self-love doth whereby he seek to stop the course of posterity,0.6,0.8519,0.16,Claude LLM
When dost I against myself with thee partake of such a bitter fellowship?,When I against myself with thee partake?,Why dost thou with me in bitter fellowship partake,0.5,0.7989,0.1388,Claude LLM
"One early morn, even so, my sun did shine most brilliantly, as the dawn did break upon the world.","Even so my sun one early morn did shine,",My sun did shine most brilliantly at dawn,0.9,0.8123,0.1441,Claude LLM
"O tell me where art thou, Muse, seeing that thou forgetest us all so long?","Where art thou Muse that thou forgetest so long,","O tell me where thou art, O Muse, I pray,
seeing thou forgetest us all so long?",1.0,0.9143,0.1657,Claude LLM
"Though I must die to all the world once I am gone, yet shall my memory persist;","Though I, once gone, to all the world must die:",Though I must die and all the world forget yet shall my memory still persist on,1.0,0.9184,0.1494,Claude LLM
"Shall the worms, inheritors as they are of this excess most foul, lay claim to thy mortal form?","Shall worms, inheritors of this excess,","Shall worms, inheritors of foul excess, lay claim unto thy mortal form most base?",0.9,0.89,0.1228,Claude LLM
"From the stars do I not pluck my judgement, for it springeth from within my own soul.",Not from the stars do I my judgement pluck;,From stars I do not pluck my judgement forth for it doth spring from my own soul,1.0,0.9287,0.1585,Claude LLM
The worser spirit hath a woman coloured most ill and foul.,The worser spirit a woman coloured ill.,The worser spirit hath a woman most ill coloured and foul,0.4,0.9861,0.1218,Claude LLM
"Shall worms become the inheritors of all this excess, and feast upon thy corrupted flesh?","Shall worms, inheritors of this excess,",Shall worms inherit all this excess here and feast upon thy corrupted flesh,0.8,0.965,0.1199,Claude LLM
"Make some vial sweet, I prithee, and let treasure be kept in some place thou dost guard.",Make sweet some vial; treasure thou some place,"Make some sweet vial, I prithee thee, and let treasure be kept in the place thou dost guard",1.0,0.9281,0.1766,Claude LLM
"Let us release those whom nature hath not made for store, for they shall never fulfill what was not given them at birth.","Let those whom nature hath not made for store,",Let us release those whom nature hath not made for store they shall not fulfill what was not given them,0.8,0.9414,0.1584,Claude LLM
"Make another self of thee, I do entreat, for love of me and all the tender affection I bear thee.","Make thee another self for love of me,",I entreat thee make another self of thee for love of me and all affection,0.9,0.9555,0.149,Claude LLM
"By toil the one is bound, yet the other chooseth but to complain.","The one by toil, the other to complain","By toil the one is bound, yet one doth choose but to complain.",1.0,0.8767,0.1544,Claude LLM
"Gentle thief, I do hereby forgive thee of thy robbery, for thy noble bearing doth move me to show thee mercy and grace.","I do forgive thy robbery, gentle thief,","I do forgive thee of thy theft, gentle thief, for noble bearing moves me unto grace",0.8,0.8903,0.1388,Claude LLM
"And there came a friend whom I did sue, making him my debtor, yet all was done for my sake alone.",And sue a friend came debtor for my sake;,And there came a friend whom I did sue for gain,0.9,0.7185,0.1452,Claude LLM
A woman coloured ill doth harbour the worser spirit within her breast.,The worser spirit a woman coloured ill.,A woman coloured ill doth harbour in her breast the worser spirit.,0.9,0.9617,0.1238,Claude LLM
Though to all the world I must surely die once I am gone from hence;,"Though I, once gone, to all the world must die:",Though I must die and surely leave this world,1.0,0.8026,0.1658,Claude LLM
"This which Time's pencil hath drawn, or which my pupil pen doth write—which is it?","Which this, Time's pencil, or my pupil pen,","Which hath Time's pencil drawn, or doth my pen",1.0,0.8327,0.1418,Claude LLM
"Creating of every bad thing a perfect best, thou dost transform all imperfection into excellence most pure.","Creating every bad a perfect best,",Thou dost transform each bad thing to the best,1.0,0.6563,0.1575,Claude LLM
"And my heart's right, for thy inward love of heart doth shine most true.","And my heart's right, thy inward love of heart.",And thy heart's love doth shine most true and right,1.0,0.8737,0.1619,Claude LLM
"Make sweet some vial, and treasure thou some place most dear wherein to keep it.",Make sweet some vial; treasure thou some place,Make sweet some vial and treasure in a place most dear to keep it there,0.6,0.9264,0.1394,Claude LLM
"Of all the dearest souls that walk this earth, thou art the best, and mine only care doth rest upon thy shoulders.","Thou best of dearest, and mine only care,","Upon thy shoulders rests my only care, thou dearest soul that walks upon this earth.",1.0,0.8473,0.1754,Claude LLM
"So grounded inward is it in my heart, that it hath taken root most profoundly within.",It is so grounded inward in my heart.,In my heart grounded deep it hath taken root,0.8,0.813,0.1121,Claude LLM
Consider the other two: the slight air and purging fire that doth cleanse all things with its ethereal flame.,"The other two, slight air, and purging fire",Consider the air and fire that doth cleanse all things with ethereal flame,0.6,0.8712,0.1702,Claude LLM
"Having thee at my side, I boast of all men's pride as mine own greatest treasure and joy.","And having thee, of all men's pride I boast:","Having thee at my side, I boast of all men's pride as mine own greatest treasure and joy.

Let me work through this systematically:

Available words: Having, thee, at, my, side, I, boast, of, all, men's, pride, as, mine, own, greatest, treasure, and, joy

Let me construct a 10-syllable iambic line:

""Having thee at my side, I boast of pride",0.8,0.78,0.2425,Claude LLM
"And having thee in my possession, of all men's pride do I boast most loudly and with great spirit.","And having thee, of all men's pride I boast:","And having thee in my possession here, of all men's pride do I boast most loudly.",1.0,0.9172,0.1618,Claude LLM
"Thou, who art best among the dearest of my heart, art mine only care, and all my thoughts do turn to thee.","Thou best of dearest, and mine only care,","Thou art the dearest of my heart, mine own",1.0,0.7746,0.1987,Claude LLM
"Though it doth to itself only live and die, spending all its days in solitary existence","Though to itself, it only live and die,",Though it doth live and die unto itself,0.7,0.6561,0.1705,Claude LLM
"That thou in him dost lie, my heart doth plead with all its force and passion.","My heart doth plead that thou in him dost lie,","Thou liest in him, my heart doth plead with force",0.9,0.8371,0.1564,Claude LLM
"To itself alone it doth live and die, though it may endure, for only in its own company shall it pass away","Though to itself, it only live and die,",Though it doth live and die unto itself alone,0.7,0.7587,0.1665,Claude LLM
"For love of me, I pray thee make thyself another self, that thou might'st be two in spirit.","Make thee another self for love of me,",I pray thee make thyself another self for love of me that thou might'st be two,0.9,0.9265,0.167,Claude LLM
"And lo, the purest faith hath been unhappily forsworn, to our great woe.","And purest faith unhappily forsworn,",And lo the purest faith hath been forsworn,0.9,0.8523,0.1499,Claude LLM
"And yet I know it not, though thou mayst be false in thy heart and dealings.","Thou mayst be false, and yet I know it not.",And yet I know it not though thou mayst be,1.0,0.718,0.1616,Claude LLM
"And gave eyes to blindness, to enlighten thee withal, restoring what was lost to darkness.","And, to enlighten thee, gave eyes to blindness,",And gave the blind their eyes to lighten thee,1.0,0.8173,0.1385,Claude LLM
"Despite the wrinkles that doth mar thy countenance, this golden time of thine remaineth precious beyond measure.",Despite of wrinkles this thy golden time.,"Despite the wrinkles that doth mar thy face, this golden time remaineth most precious",1.0,0.7929,0.152,Claude LLM
"Say, where art thou, Muse, that thou forgetest thy poet so very long?","Where art thou Muse that thou forgetest so long,","Where art thou, Muse, that thou forgetest me so very long",1.0,0.8619,0.183,Claude LLM
"To the weary night do I yield my heavy eyelids, worn and sorrowful?",My heavy eyelids to the weary night?,To night weary do I yield my heavy eyelids worn,0.6,0.8783,0.1162,Claude LLM
"Make answer, O Muse, I prithee: wilt thou not haply say unto me what I most desperately seek?","Make answer Muse: wilt thou not haply say,","O Muse, I prithee, make answer to me now",0.9,0.7007,0.1528,Claude LLM
"The conceit of this inconstant stay, then, doth vex thee with its fleeting nature",Then the conceit of this inconstant stay,The conceit of this inconstant stay doth vex thee fleeting with its nature then,0.7,0.9669,0.129,Claude LLM
"My judgement do I not pluck from the stars, but it ariseth from the depths of mine own understanding.",Not from the stars do I my judgement pluck;,My judgement doth not come from distant stars but from the depths of understanding mine,1.0,0.7862,0.1649,Claude LLM
"Thou mayst be false, I confess, and yet such falsehood I know it not, being blind to thy true nature.","Thou mayst be false, and yet I know it not.","Thou mayst be false, and yet I know it not",0.9,0.8179,0.2012,Claude LLM
"In their youthful sap do they vaunt most proudly, yet at the height of their glory shall they surely decrease.","Vaunt in their youthful sap, at height decrease,",In youth their sap doth vaunt most proud and high yet at their glory's height shall they decrease,0.9,0.8419,0.1331,Claude LLM
"When I break twenty, I am most perjured in mine oath.",When I break twenty? I am perjured most;,"When I break twenty, I am most foresworn in oath.",0.9,0.8438,0.1554,Claude LLM
"That affable familiar ghost, he being no more, nor shall it visit thee—nay, not that ghost so friendly in its aspect.","He, nor that affable familiar ghost",That affable ghost being no more shall come not to thee,0.9,0.7351,0.1407,Claude LLM
"They are positioned thinly, like stones of worth that doth sit scattered, each precious stone placed with worthy consideration.","Like stones of worth they thinly placed are,",They sit as stones of worth do lie scattered,0.8,0.719,0.1219,Claude LLM
"Whether we ourselves are mended and reformed, or whether it be they who are better constituted","whether we are mended, or whether better they,",Whether we ourselves are now reformed or they who are better constituted,0.7,0.8969,0.1381,Claude LLM
"That every word doth almost tell my name, as though each utterance were a mirror held unto my very soul.","That every word doth almost tell my name,",Every word doth tell my name almost,0.7,0.7131,0.1329,Claude LLM
"Upon my brow, I say, there is stamped a scandal most vulgar, which now remaineth there as a testament to my shame.",Which vulgar scandal stamped upon my brow;,Upon my brow there is a scandal stamped,1.0,0.7733,0.1337,Claude LLM
When I do against myself with thee partake in this most grievous conflict?,When I against myself with thee partake?,When I do take with thee against myself,0.9,0.5642,0.1306,Claude LLM
"When love, though ruined, is built anew, and reconstructed by faithful hands, it shall endure.","And ruined love, when it is built anew,","When love though ruined is built up anew
By faithful hands it shall forever last",1.0,0.9004,0.119,Claude LLM
"In good faith, yet some there be that say they behold thee with their own eyes.","Yet, in good faith, some say that thee behold,",Yet some there be that say in good faith they behold thee with their own eyes,1.0,0.9614,0.1726,Claude LLM
"Of all men's pride, I boast exceedingly, and having thee doth make it so.","And having thee, of all men's pride I boast:","Of all men's pride I boast most exceed-ing-ly, hath thee made so

Let me reconsider:

I boast of all men's pride exceedingly, and having thee doth make it so

Actually, scanning more carefully:

Having thee doth make my pride exceedingly in all of men

Let me try again with the exact syllables:

Of all men's pride I do boast exceeding-ly, and thee doth",0.7,0.8371,0.2021,Claude LLM
"Like stones of worth, they are placed most thinly and sparse, as gems arranged with deliberate scarcity upon a ground.","Like stones of worth they thinly placed are,",Like stones of worth are placed most thin and sparse,1.0,0.8628,0.122,Claude LLM
"Every word that passeth from thy lips doth almost tell my name, so near the truth art thou in speech.","That every word doth almost tell my name,",Every word that passes from thy lips doth tell,0.8,0.7964,0.1645,Claude LLM
"I do confess in faith that 'tis not with mine eyes that I love thee, nay, but with mine soul's most earnest devotion.","In faith I do not love thee with mine eyes,",I do confess in faith that 'tis not thus,1.0,0.7198,0.152,Claude LLM
"To every hymn that able spirit doth affords, most gracefully and willingly","To every hymn that able spirit affords,",To every hymn that spirit doth afford most gracefully and willingly with cheer,0.6,0.9005,0.1356,Claude LLM
"And to enlighten thee, he gave eyes unto blindness itself, that sight might be restored.","And, to enlighten thee, gave eyes to blindness,",And to enlighten thee he gave his eyes unto the blind that sight be restored,0.9,0.9657,0.1557,Claude LLM
Let those whom nature hath not made for store abandon their vain pretensions and accept their fate.,"Let those whom nature hath not made for store,",Let those whom nature hath not made for store accept their fate and vain pretensions leave,1.0,0.9556,0.1361,Claude LLM
"Thou art the best of all that is most dearest unto me, and thou remainest mine only care in this world.","Thou best of dearest, and mine only care,",Thou art the best of all that is most dear,1.0,0.8317,0.1932,Claude LLM
"And when ruined love is built anew, it doth arise again from its ashes.","And ruined love, when it is built anew,","When ruined love is built anew, it doth arise from ashes once again",1.0,0.9354,0.1586,Claude LLM
"And perspective, it is the best painter's art, forsooth.",And perspective it is best painter's art.,And perspective is the painter's art forsooth,0.3,0.901,0.1449,Claude LLM
"Wilt thou not haply make answer, dear Muse, and say what thy heart doth know?","Make answer Muse: wilt thou not haply say,",Wilt thou not make answer and say what thy heart doth know,0.8,0.7298,0.1747,Claude LLM
"And the best painter's art, in truth, it is perspective itself.",And perspective it is best painter's art.,And the best painter's art is truth itself,0.8,0.8567,0.157,Claude LLM
"Verily, in faith, I say unto thee that with mine eyes alone do I not love thee, for my heart doth hold a truer regard.","In faith I do not love thee with mine eyes,",With mine own heart I hold a truer love,1.0,0.5056,0.1513,Claude LLM
